index,Company,TypeName,Inches,screen_type,touchscreen,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price
183,Toshiba,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,SSD,128,0,Intel," HD Graphics 620",windows,2.00,42251
184,Xiaomi,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Nvidia," GeForce MX150",N/A,1.95,63883
185,Dell,Notebook,17.3,"full hd display",1,1920,1080,Intel,"Core i7",1.80,16,SSD,512,0,Nvidia," GeForce 150MX",windows,2.77,82531
186,Dell,Notebook,15.6,"4k display",1,3840,2160,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1050",windows,2.06,127712
187,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",N/A,2.40,41505
188,Acer,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i5",1.20,8,SSD,256,0,Intel," HD Graphics 615",windows,1.12,52694
189,Dell,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,1,AMD," Radeon 530",windows,2.80,57809
191,Vero,Notebook,14,"ips display",0,1920,1080,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.30,13853
192,Xiaomi,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce MX150",N/A,1.30,53275
193,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",1.60,8,SSD,256,0,Nvidia," GeForce MX150",N/A,2.80,37189
194,Dell,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i7",1.80,8,HDD,1,0,Intel," UHD Graphics 620",windows,1.62,44702
195,HP,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,HDD,1,0,Nvidia," GeForce 930MX",windows,2.50,48698
196,Razer,Gaming,17.3,"4k display",1,3840,2160,Intel,"Core i7",2.90,32,SSD,1,0,Nvidia," GeForce GTX 1080",windows,3.49,324955
197,HP,Notebook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,512,0,Intel," UHD Graphics 620",windows,1.49,51096
198,HP,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050",windows,3.35,73473
199,HP,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Nvidia," GeForce 930MX ",windows,2.50,55678
200,Dell,Gaming,15.6,"ips display",0,3840,2160,Intel,"Core i7",2.80,16,Hybrid,512,1,Nvidia," GeForce GTX 1060",windows,2.65,98302
201,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.30,4,SSD,128,0,Intel," HD Graphics 520",windows,2.10,26267
202,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce 940MX",windows,2.23,39534
203,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,512,1,Nvidia," GeForce GTX 1060",windows,3.20,93187
204,Dell,Workstation,15.6,"4k display",0,3840,2160,Intel,"Xeon E3-1505M",3.00,16,Hybrid,256,1,Nvidia," Quadro M1200",windows,2.80,162770
205,Lenovo,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,SSD,512,0,Nvidia," GeForce GTX 1060",N/A,2.40,74485
206,Dell,Notebook,15.6,"touchscreen display",1,1366,768,Intel,"Core i3",2.40,6,HDD,1,0,Intel," HD Graphics 620",windows,2.30,23390
207,Dell,Ultrabook,13.3,"ips display",1,3840,2160,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.21,103843
208,Dell,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,0.00,77203
210,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050",linux,2.40,41505
211,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050",windows,2.90,74965
212,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",N/A,2.10,18595
213,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",N/A,2.20,29251
214,Huawei,Ultrabook,13,"ips display",0,2160,1440,Intel,"Core i7",2.70,8,SSD,512,0,Intel," HD Graphics 620",windows,1.05,79867
215,Dell,Ultrabook,13.3,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,AMD," Radeon 530",windows,1.40,49651
216,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 940MX",N/A,2.80,31382
217,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Nvidia," GeForce 930MX",windows,1.63,54932
218,Dell,Ultrabook,14,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.60,61219
219,Dell,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",1.80,16,SSD,512,0,Intel," UHD Graphics 620",windows,1.62,68145
220,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,AMD," Radeon 520",linux,2.20,36089
221,Lenovo,"2 in 1 Convertible",14,"ips display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.74,47899
222,Toshiba,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,256,0,Intel," HD Graphics 520",windows,1.20,72621
223,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,HDD,1,0,Intel," UHD Graphics 620",windows,2.10,42304
224,Dell,Gaming,17.3,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,4.42,130874
225,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," GeForce 940MX",windows,2.20,44329
226,Dell,Notebook,15.6,"full hd display",1,1920,1080,Intel,"Core i7",2.70,16,HDD,1,0,AMD," Radeon R7 M445",windows,2.30,45768
227,Asus,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 920MX ",windows,2.00,40972
228,Asus,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,256,500,Nvidia," GeForce GTX 950M",windows,2.69,47472
229,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,AMD," FirePro W4190M ",windows,1.90,67612
230,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.40,4,HDD,1,0,Intel," HD Graphics 620",windows,2.37,21258
231,HP,Notebook,15.6,N/A,0,1366,768,AMD,"E-Series 9000e",1.50,4,HDD,500,0,AMD," Radeon R2",windows,2.10,17582
232,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1060",windows,3.20,79867
233,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.60,45768
234,Acer,"2 in 1 Convertible",13.3,"ips display",1,1920,1080,Intel,"Core i5",2.30,8,SSD,256,0,Intel," HD Graphics 520",windows,1.60,36710
235,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,256,0,AMD," Radeon R7 M445",linux,2.36,47899
236,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",linux,2.10,20779
237,Asus,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A10-Series A10-9620P",2.50,4,Hybrid,128,1,AMD," Radeon R5 M430",windows,2.20,30636
238,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.90,32,Hybrid,512,1,Nvidia," GeForce GTX 1080",windows,4.70,207259
239,Acer,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.50,45075
240,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,8,SSD,128,0,Intel," HD Graphics 520",windows,7.20,31382
241,Asus,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,1,Nvidia," GeForce 150MX",windows,2.10,61006
242,Asus,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,Hybrid,128,1,Nvidia," GeForce GTX 950M",N/A,2.69,47366
243,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.56,46833
244,Lenovo,"2 in 1 Convertible",13.9,"ips display",1,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.38,57489
245,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,2,AMD," Radeon 530",windows,2.20,52481
246,HP,Notebook,15.6,"touchscreen display",1,1366,768,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,2.04,29784
247,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.90,16,SSD,256,0,Nvidia," GeForce GTX 1080",windows,3.60,159787
248,HP,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",1.60,4,HDD,500,0,Intel," UHD Graphics 620",windows,1.49,35964
249,Apple,Ultrabook,13.3,"ips display",0,2560,1600,Intel,"Core i5",3.10,8,SSD,512,0,Intel," Iris Plus Graphics 650",macos,1.37,108691
250,Dell,"2 in 1 Convertible",15.6,"ips display",1,1920,1080,Intel,"Core i7",1.80,8,HDD,1,0,Intel," UHD Graphics 620",windows,2.08,43636
251,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 980M",windows,4.30,95851
252,Asus,Notebook,15.6,N/A,0,1366,768,AMD,"A9-Series 9420",3.00,4,HDD,1,0,AMD," Radeon R5 M420",windows,1.68,24988
253,Lenovo,"2 in 1 Convertible",13.9,"ips display",1,1920,1080,Intel,"Core i7",1.80,8,SSD,512,0,Intel," UHD Graphics 620",windows,1.37,98515
254,Acer,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i3",2.70,4,SSD,256,0,Nvidia," GeForce MX130",windows,3.00,37403
255,Dell,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.41,50563
256,HP,Notebook,15.6,N/A,0,1366,768,AMD,"A6-Series A6-9220",2.50,8,SSD,128,0,AMD," Radeon R4 Graphics",windows,1.91,23758
257,HP,Notebook,17.3,"ips display",0,1920,1080,Intel,"Core i7",1.80,16,HDD,1,0,Nvidia," GeForce MX150",windows,2.90,56424
258,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,512,1,Nvidia," GeForce GTX 1070",windows,4.14,133147
259,Lenovo,"2 in 1 Convertible",15.6,"ips display",1,1920,1080,Intel,"Core i7",2.80,8,SSD,512,0,Nvidia," GeForce GTX 1050M",windows,2.00,90523
260,Dell,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,1,AMD," Radeon 530",windows,2.80,60846
261,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,SSD,256,0,Intel," HD Graphics 520",N/A,2.20,23656
262,HP,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",1.60,4,HDD,500,0,Intel," HD Graphics 620",windows,2.10,38468
263,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,4,HDD,1,0,Intel," HD Graphics 620",windows,2.18,35005
264,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,AMD," Radeon R5 M430",windows,2.24,30103
265,Dell,"2 in 1 Convertible",15.6,"full hd display",1,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,2.67,42571
266,Asus,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",1.80,8,SSD,512,512,Intel," UHD Graphics 620",windows,4.10,79867
268,HP,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,HDD,1,0,Nvidia," GeForce 930MX ",windows,2.50,54239
269,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,2.05,46886
270,Apple,Ultrabook,13.3,"ips display",0,2560,1600,Intel,"Core i5",2.90,8,SSD,512,0,Intel," Iris Graphics 550",macos,1.37,104370
271,Asus,Gaming,17.3,"full hd display",0,1920,1080,AMD,"Ryzen 1700",3.00,16,Hybrid,256,1,AMD," Radeon RX 580",windows,3.20,82531
272,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,AMD," Radeon 520",linux,2.14,39165
273,Lenovo,"2 in 1 Convertible",14,"touchscreen display",1,2560,1440,Intel,"Core i7",2.60,16,SSD,512,0,Intel," HD Graphics 520",windows,1.36,133147
274,Toshiba,Notebook,15.6,N/A,0,1366,768,Intel,"Core i7",2.50,8,HDD,500,0,Nvidia," GeForce 930M",windows,2.20,43263
275,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Core i7",2.70,12,HDD,1,0,Intel," HD Graphics 620",windows,2.30,37992
276,Dell,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,1,AMD," Radeon 530",linux,2.80,58555
277,Acer,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,HDD,1,0,Nvidia," GeForce MX130",windows,2.20,39694
278,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",windows,2.80,26054
279,Lenovo,Notebook,17.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,HDD,2,0,Nvidia," GeForce MX150",N/A,2.80,45235
280,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i7",2.70,6,Hybrid,128,1,Nvidia," GeForce 940MX",windows,2.80,45768
281,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,AMD," Radeon R5 M430",linux,2.25,22804
282,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.50,44169
283,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,6,SSD,256,0,Intel," HD Graphics 620",windows,2.20,30849
284,Acer,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Nvidia," GeForce MX150",windows,3.00,50669
285,Acer,Notebook,15.6,"ips display",1,1920,1080,Intel,"Core i7",2.70,12,HDD,1,0,Intel," HD Graphics 620",windows,2.15,35112
286,Lenovo,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 630",windows,1.95,58448
287,Asus,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Nvidia," GeForce 940MX",windows,1.70,52055
288,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1050 Ti",windows,2.50,62817
289,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,HDD,1,0,Nvidia," GeForce 940MX",N/A,2.20,35112
290,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.50,2,SSD,16,0,Intel," HD Graphics",NULL,2.19,10603
291,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,3.00,63243
292,HP,Notebook,17.3,N/A,0,1600,900,Intel,"Core i3",2.00,8,HDD,1,0,Intel," HD Graphics 520",windows,2.54,26054
293,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.00,97449
294,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Intel," UHD Graphics 620",windows,2.05,39374
295,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,8,HDD,1,0,Nvidia," GeForce GTX 1060",windows,3.20,69211
296,Acer,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",linux,2.50,52161
297,Dell,Workstation,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.90,16,SSD,256,0,Nvidia," Quadro M1200",windows,3.42,153705
298,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A10-Series 9600P",2.40,6,HDD,1,0,AMD," Radeon R5 430",windows,2.40,26587
299,Asus,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,16,SSD,512,0,Nvidia," GeForce 940MX",windows,1.63,78215
300,Asus,Notebook,14,N/A,0,1366,768,Intel,"Core i3",2.40,4,SSD,128,0,Intel," HD Graphics 620",windows,1.30,27120
301,Asus,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,2.90,113060
302,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",2.50,6,HDD,1,0,Nvidia," GeForce GTX 940M",windows,5.80,34579
303,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,8,HDD,2,0,Nvidia," GeForce 940MX",N/A,2.20,29251
304,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1050 Ti",windows,2.50,67399
305,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Pentium Quad",1.10,4,HDD,1,0,Intel," HD Graphics 505",N/A,2.20,19180
306,HP,"2 in 1 Convertible",13.3,"full hd display",1,1920,1080,Intel,"Core i7",2.80,16,SSD,256,0,Intel," HD Graphics 620",windows,1.28,105228
307,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.50,8,SSD,256,0,Nvidia," GeForce 930M",windows,2.20,55571
308,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,Hybrid,128,1,Nvidia," GeForce 940MX",windows,2.30,43636
309,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",windows,1.86,24988
310,Lenovo,Notebook,13.3,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.10,53227
311,Dell,Ultrabook,13.3,"ips display",1,3840,2160,Intel,"Core i7",1.80,16,SSD,1,0,Intel," UHD Graphics 620",windows,1.21,133147
312,MSI,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,1,Nvidia," GeForce GTX 1070",windows,2.80,111835
313,Acer,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A8-Series 7410",2.20,8,SSD,256,0,AMD," Radeon R5",windows,2.23,24988
314,Asus,"2 in 1 Convertible",11.6,"touchscreen display",1,1366,768,Intel,"Celeron Dual",1.10,2,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.10,14652
315,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,Hybrid,128,1,AMD," Radeon 530",windows,2.33,44968
316,HP,"2 in 1 Convertible",13.3,"ips display",1,3840,2160,Intel,"Core i7",1.80,16,SSD,1,0,Intel," UHD Graphics 620",windows,1.29,130483
317,Lenovo,Notebook,13.3,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,"Flash Storage",16,0,Intel," HD Graphics 510",NULL,1.45,24503
318,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.95,52214
319,Acer,Notebook,11.6,N/A,0,1366,768,Intel,"Pentium Quad",1.60,4,"Flash Storage",128,0,Intel," HD Graphics 405",windows,1.40,25841
320,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.48,68838
321,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",2.50,4,HDD,1,0,Nvidia," GeForce 920MX",windows,2.79,31382
322,Asus,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,2.00,58288
323,HP,Notebook,15.6,"ips display",0,1366,768,Intel,"Core i7",1.80,8,HDD,1,0,Intel," UHD Graphics 620",windows,2.10,48059
324,Acer,Notebook,15.6,N/A,0,1366,768,AMD,"A12-Series 9720P",2.70,8,SSD,256,0,AMD," Radeon RX 540",windows,2.20,35112
325,Lenovo,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.44,15558
326,Acer,Notebook,15.6,N/A,0,1366,768,Intel,"Core i5",2.50,6,HDD,1,0,Intel," HD Graphics 620",windows,8.23,29251
327,Asus,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Nvidia," GeForce 940MX",windows,1.70,55939
328,HP,Ultrabook,12.5,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.26,71129
329,Dell,Notebook,15.6,"4k display",1,3840,2160,Intel,"Core i7",2.80,32,SSD,1,0,Nvidia," GeForce GTX 1050",windows,2.06,140606
330,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,256,1,Nvidia," GeForce GTX 1050 Ti",windows,2.70,63883
331,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.00,50243
332,Asus,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,Hybrid,256,1,Intel," HD Graphics 620",windows,2.00,71076
333,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i3",2.00,4,HDD,1,0,Intel," HD Graphics 520",windows,1.85,23923
334,Asus,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," GeForce GTX 1050",windows,2.50,53227
335,HP,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.48,67559
337,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,1.84,60952
338,Asus,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,1,0,Intel," HD Graphics 500",linux,2.00,14651
339,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,SSD,256,0,Nvidia," GeForce 940MX",windows,2.00,60886
340,Dell,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.60,4,HDD,500,0,Intel," HD Graphics",linux,2.20,14647
341,Lenovo,Notebook,15.6,"full hd display",0,1920,1080,AMD,"A12-Series 9720P",3.60,12,HDD,2,0,AMD," Radeon 530",windows,2.20,47899
342,HP,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i3",2.40,8,HDD,1,0,Nvidia," GeForce 930MX ",windows,2.10,38148
343,Lenovo,"2 in 1 Convertible",13.9,"ips display",1,3840,2160,Intel,"Core i7",1.80,16,SSD,512,0,Intel," UHD Graphics 620",windows,1.40,111835
344,Dell,Ultrabook,13.3,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,SSD,256,0,Intel," UHD Graphics 620",windows,1.20,84129
345,Lenovo,Gaming,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.80,16,Hybrid,256,2,Nvidia," GeForce GTX 1050 Ti",windows,2.40,60153
346,HP,Notebook,14,N/A,0,1366,768,Intel,"Celeron Dual",1.60,2,"Flash Storage",32,0,Intel," HD Graphics 400",windows,1.44,14865
347,Dell,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.90,16,SSD,512,256,Intel," UHD Graphics 620",windows,1.88,85672
348,Asus,"2 in 1 Convertible",11.6,"touchscreen display",1,1366,768,Intel,"Celeron Dual",1.10,4,"Flash Storage",32,0,Intel," HD Graphics 500",windows,1.50,19980
349,Dell,Ultrabook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",1.60,8,HDD,1,0,AMD," Radeon 530",windows,0.00,35325
351,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.70,8,SSD,256,0,Intel," HD Graphics 620",windows,1.84,69477
352,MSI,Gaming,17.3,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,Hybrid,128,1,Nvidia," GeForce GTX 1060",windows,2.70,75072
353,HP,Workstation,15.6,"full hd display",0,1920,1080,Intel,"Core i7",2.80,8,SSD,256,0,Nvidia," Quadro M1200",windows,2.60,92615
354,Toshiba,Notebook,15.6,"ips display",0,1920,1080,Intel,"Core i7",2.50,16,SSD,512,0,Nvidia," GeForce 930M",windows,2.40,74752
355,Dell,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i7",1.80,8,Hybrid,128,2,AMD," Radeon 530",windows,2.02,51730
356,Lenovo,Notebook,15.6,N/A,0,1366,768,Intel,"Celeron Dual",1.10,4,HDD,1,0,Intel," HD Graphics 500",N/A,2.20,17156
357,Dell,Gaming,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Nvidia," GeForce GTX 1050",windows,2.65,53227
358,Dell,Notebook,15.6,"touchscreen display",1,1366,768,Intel,"Core i5",2.50,8,HDD,2,0,Intel," HD Graphics 620",windows,2.36,29697
359,Dell,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.60,8,SSD,256,0,Intel," HD Graphics 620",windows,1.36,76031
360,HP,Notebook,15.6,N/A,0,1366,768,Intel,"Core i3",2.00,4,HDD,500,0,Intel," HD Graphics 520",windows,1.86,23390
361,Asus,Notebook,14,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,SSD,256,0,Intel," HD Graphics 620",windows,2.00,50350
362,Lenovo,Notebook,17.3,N/A,0,1600,900,Intel,"Core i5",2.50,6,Hybrid,128,1,Nvidia," GeForce GTX 940MX",windows,2.80,38308
363,HP,Notebook,15.6,"full hd display",0,1920,1080,Intel,"Core i5",2.50,8,HDD,1,0,Intel," HD Graphics 620",windows,1.86,34046
